"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"N9XXE7LW","journalArticle","2019","Maione, Camila; Nelson, Donald R.; Barbosa, Rommel Melgaço","Research on social data by means of cluster analysis","Applied Computing and Informatics","","2210-8327","10.1016/j.aci.2018.02.003","https://www.sciencedirect.com/science/article/pii/S2210832717303526","This paper presents a data mining study and cluster analysis of social data obtained on small producers and family farmers from six country cities in Ceará state, northeast Brazil. The analyzed data involve demographic, economic, agriculture and food insecurity information. The goal of the study is to establish profiles for the small producer families that reside in the region and to identify relevant features which differentiate these profiles. Moreover, we provide an efficient data mining methodology for analysis of social data sets which is capable of handling its natural challenges, such as mixed variables and abundance of null values. We use the Silhouette method for the estimation of the best number of natural groups within the data, along with the Partitioning Around Medoids clustering algorithm in order to compute the profiles. The Correlation-Based Feature Selection method is used to identify which social criteria are the most important to differentiate the families from each profile. Classification models based on support vector machines, multilayer perceptron and decision trees were developed aiming to predict in which of the identified clusters an arbitrary family would be best fit. We obtained a good separation of the families into two clusters, and a multilayer perceptron model with approximately 93.5% prediction accuracy.","2019-07-01","2023-10-20 07:45:17","2023-10-20 07:45:17","2023-10-20 07:45:17","153-162","","2","15","","Applied Computing and Informatics","","","","","","","","","","","","","ScienceDirect","","","","/Users/markryan/Zotero/storage/MJ3KJDCU/Maione et al. - 2019 - Research on social data by means of cluster analys.pdf; /Users/markryan/Zotero/storage/66WTMVKK/S2210832717303526.html","","","Data mining; Classification; Clustering; Pam; Social data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7QSLQ5QI","journalArticle","2023","D’Urso, Pierpaolo; De Giovanni, Livia; Vitale, Vincenzina","A robust method for clustering football players with mixed attributes","Annals of Operations Research","","1572-9338","10.1007/s10479-022-04558-x","https://doi.org/10.1007/s10479-022-04558-x","A robust fuzzy clustering model for mixed data is proposed. For each variable, or attribute, a proper dissimilarity measure is computed and the clustering procedure combines the dissimilarity matrices with weights objectively computed during the optimization process. The weights reflect the relevance of each attribute type in the clustering results. A simulation study and an empirical application to football players data are presented that show the effectiveness of the proposed clustering algorithm in finding clusters that would be hidden unless a multi-attributes approach were used.","2023-06-01","2023-10-20 07:45:51","2023-10-20 07:45:51","2023-10-20 07:45:51","9-36","","1","325","","Ann Oper Res","","","","","","","","en","","","","","Springer Link","","","","/Users/markryan/Zotero/storage/Y9CVGSBL/D’Urso et al. - 2023 - A robust method for clustering football players wi.pdf","","","Attribute weighting system; Football players; Fuzzy C-medoids clustering; Mixed data; Noise cluster; Performance variables; Position variables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B3BT3T2D","conferencePaper","2021","Palani, Kamalesh; Stynes, Paul; Pathak, Pramod","Clustering Techniques to Identify Low-engagement Student Levels:","Proceedings of the 13th International Conference on Computer Supported Education","978-989-758-502-9","","10.5220/0010456802480257","https://www.scitepress.org/DigitalLibrary/Link.aspx?doi=10.5220/0010456802480257","","2021","2023-10-20 07:46:59","2023-10-20 07:46:59","2023-10-20 07:46:59","248-257","","","","","","Clustering Techniques to Identify Low-engagement Student Levels","","","","","SCITEPRESS - Science and Technology Publications","Online Streaming, --- Select a Country ---","en","","","","","DOI.org (Crossref)","","","","/Users/markryan/Zotero/storage/VC5GA6WP/Palani et al. - 2021 - Clustering Techniques to Identify Low-engagement S.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13th International Conference on Computer Supported Education","","","","","","","","","","","","","","",""
"WIZ3GAPV","conferencePaper","2014","de Morais, Alana M.; Araújo, Joseana M. F. R.; Costa, Evandro B.","Monitoring student performance using data clustering and predictive modelling","2014 IEEE Frontiers in Education Conference (FIE) Proceedings","","","10.1109/FIE.2014.7044401","https://ieeexplore.ieee.org/document/7044401","The current research is situated on context of teacher support in Virtual Learning Environments (VLE), specifically related to decision-making process. The knowledge about student performance is fundamental to solve pedagogical challenges and to define different ways in teaching and learning. Following this trend, VLE provides extra information by reports, graphs and interface's alert. However, there is demand of statistical tools to support the teacher decisions, because the learning analysis is limited to frequency analysis. This paper discusses an analytical approach to deal with e-learning data. Our focus is to identify groups of learners based on their answers. Therefore, this paper pointed out some main objectives: understand profiles of answers in order to guide a student to future learning activities, and identify which criteria, in each group, is the most relevant for the tutor's help. Several techniques are useful for e-learning issues. However, we focus in Educational Data Mining (EDM) methodology. Our paper selected data of an English e-learning course from PSLC repository for case study in validation step. Preprocessing techniques of EDM were applied on selected dataset. Initially, we removed incomplete, noisy and inconsistent data of sample. After the preprocessing, we executed two steps: clustering and prediction analysis. Firstly, we executed the clustering process, because we needed to identify student's group based on their answers. After understanding the groups, we predicted behaviors of students on each cluster, which were defined in the last step. In our research, it defines that the prediction will use a regression methodology, and the clustering will execute K-means algorithm. The study identified five student's groups based on their answer, such as Expert, Good, Regular, Bad and Criticism answers. Consequently, the prediction analysis defined that the score of tutor's help (""Avg Assistance Score"") is the most interesting factor for our investigation. The approach executed the Stepwise Backward Regression, which is a semi-automated process of building a model by successively adding or removing variables based solely on the t-statistics of their estimated coefficients. Thus, other result is that the presence of the variables ""Incorrect"" and ""Correct First Attempts"" belongs to three regression models obtained by the approach. This work's findings presents knowledge about answers profiles of VLE students in two main perspectives. First, it analyzes the usage of Open Learning Data to characterize behavioral profiles of answers using multivariate analysis techniques. Second, our analysis contributes to expand present knowledge about how student performance changes the teacher decisions in VLE. This approach tends to be a useful tool in analytical process when the VLE system does not provide statistical tools.","2014-10","2023-10-20 07:47:12","2023-10-20 07:47:12","2023-10-20 07:47:12","1-8","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2377-634X","","/Users/markryan/Zotero/storage/2DC6VXNC/7044401.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014 IEEE Frontiers in Education Conference (FIE) Proceedings","","","","","","","","","","","","","","",""
"MFLH2GQS","journalArticle","2022","Abdullah, Dahlan; Susilo, S.; Ahmar, Ansari Saleh; Rusli, R.; Hidayat, Rahmat","The application of K-means clustering for province clustering in Indonesia of the risk of the COVID-19 pandemic based on COVID-19 data","Quality & Quantity","","1573-7845","10.1007/s11135-021-01176-w","https://doi.org/10.1007/s11135-021-01176-w","This study was conducted with the aim to the clustering of provinces in Indonesia of the risk of the COVID-19 pandemic based on coronavirus disease 2019 (COVID-19) data. This clustering was based on the data obtained from the Indonesian COVID-19 Task Force (SATGAS COVID-19) on 19 April 2020. Provinces in Indonesia were grouped based on the data of confirmed, death, and recovered cases of COVID-19. This was performed using the K-Means Clustering method. Clustering generated 3 provincial groups. The results of the provincial clustering are expected to provide input to the government in making policies related to restrictions on community activities or other policies in overcoming the spread of COVID-19. Provincial Clustering based on the COVID-19 cases in Indonesia is an attempt to determine the closeness or similarity of a province based on confirmed, recovered, and death cases. Based on the results of this study, there are 3 clusters of provinces.","2022-06-01","2023-10-20 07:47:37","2023-10-20 07:47:37","2023-10-20 07:47:37","1283-1291","","3","56","","Qual Quant","","","","","","","","en","","","","","Springer Link","","","","/Users/markryan/Zotero/storage/CQDW3LU6/Abdullah et al. - 2022 - The application of K-means clustering for province.pdf","","","Clustering; COVID-19; K-means clustering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9QG58LK2","journalArticle","2017","Eck, Nees Jan van; Waltman, Ludo","Citation-based clustering of publications using CitNetExplorer and VOSviewer","Scientometrics","","15882861","10.1007/s11192-017-2300-7","https://www.mendeley.com/catalogue/c9fcd1d7-8356-30ab-9869-ffb232c79e1f/","(2017) van Eck, Waltman. Scientometrics. Clustering scientific publications in an important problem in bibliometric research. We demonstrate how two software tools, CitNetExplorer and VOSviewer, ca...","2017","2023-10-20 07:48:06","2023-10-20 07:48:06","2023-10-20 07:48:06","1053-1070","","2","111","","","","","","","","","","en-GB","","","","","www.mendeley.com","","Number: 2","","/Users/markryan/Zotero/storage/G3DA9NFS/Eck and Waltman - 2017 - Citation-based clustering of publications using Ci.pdf; /Users/markryan/Zotero/storage/X5KANMRB/c9fcd1d7-8356-30ab-9869-ffb232c79e1f.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SN9ZVKUC","journalArticle","2021","Niu, Geng; Ji, Yu; Zhang, Zhihui; Wang, Wenbo; Chen, Jikai; Yu, Peng","Clustering analysis of typical scenarios of island power supply system by using cohesive hierarchical clustering based K-Means clustering method","Energy Reports","","2352-4847","10.1016/j.egyr.2021.08.049","https://www.sciencedirect.com/science/article/pii/S235248472100651X","Scenario analysis plays an important role in the planning and operation of the island power supply system. In this paper, a cohesive hierarchical clustering based K-means clustering method is proposed and used for clustering analysis of typical scenarios of island power supply systems. At first, the source and load characteristics of a typical island power supply system are analyzed. Then, three characteristic indexes to distinguish island types are proposed which can achieve the feature extraction of typical scenarios of island power supply systems. On this basis, the cohesive hierarchical clustering based K-means clustering method is proposed for the clustering analysis of typical scenarios of the island power supply system. A case study is made to verify the effectiveness of the proposed method. The case study results indicate that the proposed method can effectively classify different islands into several types, and the features of the typical scenarios of each type of island are analyzed.","2021-11-01","2023-10-20 07:48:22","2023-10-20 07:48:22","2023-10-20 07:48:22","250-256","","","7","","Energy Reports","","2021 The 4th International Conference on Electrical Engineering and Green Energy","","","","","","","","","","","ScienceDirect","","","","/Users/markryan/Zotero/storage/GZ6UMY3R/S235248472100651X.html","","","K-means clustering; Clustering analysis; Cohesive hierarchical clustering; Island power supply system; Scenario analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZYB3YMQV","journalArticle","2022","Abdullayeva, Fargana J.","Distributed denial of service attack detection in E-government cloud via data clustering","Array","","2590-0056","10.1016/j.array.2022.100229","https://www.sciencedirect.com/science/article/pii/S2590005622000686","One of the main essential security issues of cloud computing is the detection and prevention of network intrusions. The gaps in the network directly affect the security of the cloud as it is the foundation of it. Attacks in the cloud are launched either by compromised nodes of the network outside of the cloud or by virtual machines (VMs) within the cloud network. So, monitoring both external and internal traffic of the cloud network is of great importance. In this paper, a machine learning method performing accurate clustering of network data to detect DDoS attacks has been proposed. The method uses a feature selection technique to increase the efficiency of data clustering. To provide the feature selection the PCA algorithm has been used. For the dataset formed on selected features, the DBSCAN (density-based spatial clustering of applications with noise), Agglomerative Clustering, and k-means algorithms are applied. In the experiment, the clustering results of the methods using fewer features were higher on all metrics than the clustering results of the methods using all the features. Сompared to the standard algorithms, the PCA + DBSCAN, PCA + Agglomerative, and PCA + k-means algorithms obtained higher values on the Adjusted Rand Index metric and reached 0.8989, 0.9130, 0.9094 values, respectively. The effectiveness of the approach also was evaluated on the other clustering metrics and obtained high results. The proposed system can be installed in both internal and external cloud infrastructure. This allows, to detect attacks on the external cloud network, as well as on the internal physical network or in the virtual network between hypervisors.","2022-09-01","2023-10-20 07:48:37","2023-10-20 07:48:37","2023-10-20 07:48:37","100229","","","15","","Array","","","","","","","","","","","","","ScienceDirect","","","","/Users/markryan/Zotero/storage/EUFWLSM4/S2590005622000686.html","","","Machine learning; Clustering; Cloud security; DDoS attacks; Feature selection; Network security","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HAPJ2MZQ","journalArticle","2022","Tabianan, Kayalvily; Velu, Shubashini; Ravi, Vinayakumar","K-Means Clustering Approach for Intelligent Customer Segmentation Using Customer Purchase Behavior Data","Sustainability (Switzerland)","","20711050","10.3390/su14127243","https://www.mendeley.com/catalogue/e563a371-ee1d-395a-a2e3-fbe6e990d434/","(2022) Tabianan et al. Sustainability (Switzerland). E-commerce system has become more popular and implemented in almost all business areas. E-commerce system is a platform for marketing and promot...","2022","2023-10-20 07:50:08","2023-10-20 07:50:08","2023-10-20 07:50:08","undefined-undefined","","12","14","","","","","","","","","","en-GB","","","","","www.mendeley.com","","Number: 12","","/Users/markryan/Zotero/storage/XHY6MHRP/Tabianan et al. - 2022 - K-Means Clustering Approach for Intelligent Custom.pdf; /Users/markryan/Zotero/storage/PIDYJKEW/e563a371-ee1d-395a-a2e3-fbe6e990d434.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9EM5ZS3L","journalArticle","2020","Weißer, Tim; Saßmannshausen, Till; Ohrndorf, Dennis; Burggräf, Peter; Wagner, Johannes","A clustering approach for topic filtering within systematic literature reviews","MethodsX","","2215-0161","10.1016/j.mex.2020.100831","https://www.sciencedirect.com/science/article/pii/S2215016120300510","Within a systematic literature review (SLR), researchers are confronted with vast amounts of articles from scientific databases, which have to be manually evaluated regarding their relevance for a certain field of observation. The evaluation and filtering phase of prevalent SLR methodologies is therefore time consuming and hardly expressible to the intended audience. The proposed method applies natural language processing (NLP) on article meta data and a k-means clustering algorithm to automatically convert large article corpora into a distribution of focal topics. This allows efficient filtering as well as objectifying the process through the discussion of the clustering results. Beyond that, it allows to quickly identify scientific communities and therefore provides an iterative perspective for the so far linear SLR methodology.•NLP and k-means clustering to filter large article corpora during systematic literature reviews.•Automated clustering allows filtering very efficiently as well as effectively compared to manual selection.•Presentation and discussion of the clustering results helps to objectify the nontransparent filtering step in systematic literature reviews.","2020-01-01","2023-10-20 07:50:22","2023-10-28 10:18:19","2023-10-20 07:50:22","100831","","","7","","MethodsX","","","","","","","","","","","","","ScienceDirect","","","","","","","Clustering; Systematic literature review; Literature filtering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3Z2PRN3","journalArticle","2023","Bellini, Pierfrancesco; Palesi, Luciano Alessandro Ipsaro; Nesi, Paolo; Pantaleo, Gianni","Multi Clustering Recommendation System for Fashion Retail","Multimedia Tools and Applications","","1573-7721","10.1007/s11042-021-11837-5","https://doi.org/10.1007/s11042-021-11837-5","Fashion retail has a large and ever-increasing popularity and relevance, allowing customers to buy anytime finding the best offers and providing satisfactory experiences in the shops. Consequently, Customer Relationship Management solutions have been enhanced by means of several technologies to better understand the behaviour and requirements of customers, engaging and influencing them to improve their shopping experience, as well as increasing the retailers’ profitability. Current solutions on marketing provide a too general approach, pushing and suggesting on most cases, the popular or most purchased items, losing the focus on the customer centricity and personality. In this paper, a recommendation system for fashion retail shops is proposed, based on a multi clustering approach of items and users’ profiles in online and on physical stores. The proposed solution relies on mining techniques, allowing to predict the purchase behaviour of newly acquired customers, thus solving the cold start problems which is typical of the systems at the state of the art. The presented work has been developed in the context of Feedback project partially founded by Regione Toscana, and it has been conducted on real retail company Tessilform, Patrizia Pepe mark. The recommendation system has been validated in store, as well as online.","2023-03-01","2023-10-20 07:50:38","2023-10-20 07:50:38","2023-10-20 07:50:37","9989-10016","","7","82","","Multimed Tools Appl","","","","","","","","en","","","","","Springer Link","","","","/Users/markryan/Zotero/storage/5N4T5N4H/Bellini et al. - 2023 - Multi Clustering Recommendation System for Fashion.pdf","","","Clustering; Customer and items clustering composed; Recommendation systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VTSI6UK8","journalArticle","2021","Bai, Yang; Li, Hongxiu; Liu, Yong","Visualizing research trends and research theme evolution in E-learning field: 1999–2018","Scientometrics","","1588-2861","10.1007/s11192-020-03760-7","https://doi.org/10.1007/s11192-020-03760-7","This paper aims to provide a comprehensive understanding of the evolution of major research themes and trends in e-learning research. A co-word analysis is applied for the analysis of the 21,656 keywords collected from 7214 articles published in 10 journals in the field of e-learning from the years 1999 to 2018. Specifically, a cluster analysis, social network analysis, strategic diagram, and graph theory were applied in the analysis for two time periods: 1999–2008 and 2009–2018. The study detects the bridging, popular, and core topics in e-learning research for the two periods. The research results indicate that e-learning research has undergone a health evolution over the past two decades. There is a temporal continuity of e-learning research because some research topics have kept their continuity over the studied 20 years. Meanwhile, the research traditions in the e-learning field are also continuously evolving with the development of new technologies. The results also offer useful hints on the future direction of how the field may evolve.","2021-02-01","2023-10-20 07:51:10","2023-10-20 07:51:10","2023-10-20 07:51:10","1389-1414","","2","126","","Scientometrics","Visualizing research trends and research theme evolution in E-learning field","","","","","","","en","","","","","Springer Link","","","","/Users/markryan/Zotero/storage/Q74PRHT8/Bai et al. - 2021 - Visualizing research trends and research theme evo.pdf","","","Co-word analysis; E-learning; Research theme; Research trends","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VWNJW4KH","webpage","","","Mapping of Journal of Service Research Themes: A 22-Year Review","","","","","https://journals.sagepub.com/doi/epdf/10.1177/1094670520977672?src=getftr","","","2023-10-20 07:51:52","2023-10-20 07:51:52","2023-10-20 07:51:52","","","","","","","Mapping of Journal of Service Research Themes","","","","","","","en","","","","","","","DOI: 10.1177/1094670520977672","","/Users/markryan/Zotero/storage/2P3YW7VN/Mapping of Journal of Service Research Themes A 2.pdf; /Users/markryan/Zotero/storage/WEKV89GL/1094670520977672.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URYVZCBJ","report","2023","Mallya, Jyothi; K, Thirugnanasambantham; Shettigar, Pallavi","Uncovering culinary medicine research themes: Current status and future direction","","","","","https://f1000research.com/articles/12-173","Background : Culinary medicine (CM), an emerging discipline, is a novel approach that focuses on the art of food and cooking to prevent or improve health outcomes among chronic patients suffering from lifestyle diseases. The concept originated in the USA, gaining interest from scholars in medicine, nutrition, nursing, and the gastronomic discipline. Notably, in the last five years, there has been exponential growth in CM literature. In this regard, this study sought to examine the growth, performance and distinct research themes of CM literature over time. Methods: To achieve the study’s objectives, this study employs descriptive, performance and bibliometric analysis. The descriptive analysis was applied to examine the growth of the CM literature since its emergence. The performance analysis was used to identify the most influential journals, articles, and authors in the CM domain. The bibliographic coupling analysis was adopted to discover the various research themes of the CM knowledge base. Results :&nbsp; This study identifies three stages of literature development: Early stage, modest growth stage, and emerging stage. Further, the results indicate that most of the studies on CM had been conducted in developed countries. Our findings reveal a clear interest in integrating the CM curriculum into medical/nutrition education programs in recent years. Additionally, the study discovers four distinct main research themes: knowledge assessment, impact measurement, acceptance and efficacy, and implementation of CM. Conclusions : These findings are helpful for scholars in medicine, nutrition, nursing, and gastronomy as they provide an overview of CM's development and research focus. Future studies could focus on expanding the geographical distribution of research on CM and further exploring the identified research themes to gain a deeper understanding of the potential of this approach for improving health outcomes among chronic disease patients.","2023-02-13","2023-10-20 07:53:09","2023-10-20 07:53:09","2023-10-20 07:53:09","","","","","","","Uncovering culinary medicine research themes","","","","","F1000Research","","en","http://creativecommons.org/licenses/by/4.0/","","","","f1000research.com","","DOI: 10.12688/f1000research.130947.1 Type: article","","/Users/markryan/Zotero/storage/4N52NHUG/Mallya et al. - 2023 - Uncovering culinary medicine research themes Curr.pdf","","","acceptance and efficacy; culinary medicine; gastronomy; impact measurement; implementation; knowledge assessment; nutrition; research themes","","","","","","","","","","","","","","","","","","","12:173","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9B9RQRK4","journalArticle","2020","Donthu, Naveen; Gremler, Dwayne; Kumar, Satish; Pattnaik, Debidutta","Mapping of Journal of Service Research Themes: A 22-Year Review","Journal of Service Research","","","10.1177/1094670520977672","","The Journal of Service Research (JSR) is one of the leading outlets in service research. It is international in scope and widely recognized among scholars, academicians, and practitioners for its original and well-executed research. In its 22 years of publishing, the journal has produced literary content considered classics in the service domain. With the application of bibliometric techniques, we examine articles published in JSR between 1998 and 2019. Our study explicates JSR’s prominent topics and tracks the evolution of research themes in the journal. “Customer satisfaction,” “service recovery,” and “service quality” are some of the prolific themes trending in JSR, while “big data,” “value co-creation,” “customer resource integration,” “service design,” and “customer participation” are its hottest topics. This study contributes primarily by providing a rich retrospective of JSR’s 22 years of publishing and proposes future research topics for the journal.","2020-10-01","2023-10-20 21:04:34","2023-10-20 21:04:34","","","","","","","Journal of Service Research","Mapping of Journal of Service Research Themes","","","","","","","","","","","","ResearchGate","","","","/Users/markryan/Zotero/storage/3I6UBCXL/Donthu et al. - 2020 - Mapping of Journal of Service Research Themes A 2.pdf; ","https://www.researchgate.net/publication/344964191_Mapping_of_Journal_of_Service_Research_Themes_A_22-Year_Review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6RU4NV3","journalArticle","2022","Fauzi, Rokhman; Andreswari, Rachmadita","Business process analysis of programmer job role in software development using process mining","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.191","https://www.sciencedirect.com/science/article/pii/S1877050921024157","","2022-01-01","2023-10-28 02:28:01","2024-02-02 02:07:54","","701-708","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","process mining; business process; job role; programmer; software development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HQRD2YWP","journalArticle","2022","Utami, Tri; Lapakristi, Yosia I; Zuraida, Rida","Design analysis of Nutricious website as a diet consultation and catering services to support promote healthy lifestyle","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.180","https://www.sciencedirect.com/science/article/pii/S1877050921024042","","2022-01-01","2023-10-28 02:28:02","2024-02-02 02:07:55","","172-179","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","diet consultation; healthy food; user friendly design; website platform","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FFSQ8CYB","journalArticle","2022","Habibie, Trino Jusuf; Yasirandi, Rahmat; Oktaria, Dita","The analysis of Pangandaran fisherman’s actual usage level of GPS based on TAM model","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.115","https://www.sciencedirect.com/science/article/pii/S1877050921023395","","2022-01-01","2023-10-28 02:28:02","2024-02-02 02:08:23","","34-41","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","TAM; fishermen; GPS technology; IT adoption; pangandaran regency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LWCQEZVS","journalArticle","2022","Rivai, Muhammad; Budiman, Fajar; Purwanto, Djoko; Adil Al Baid, Mohammad Syahrian; Tukadi; Aulia, Dava","Discrimination of durian ripeness level using gas sensors and neural network","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.188","https://www.sciencedirect.com/science/article/pii/S1877050921024121","","2022-01-01","2023-10-28 02:28:02","2024-02-02 02:07:56","","677-684","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","Agriculture; durian ripeness level; food; gas sensors; neural network","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Z73W5KI","journalArticle","2022","Jaya Hidayat, Tirta Hema; Ruldeviyani, Yova; Aditama, Achmad Rizki; Madya, Gusti Raditia; Nugraha, Ade Wija; Adisaputra, Muhammad Wijaya","Sentiment analysis of twitter data related to Rinca Island development using Doc2Vec and SVM and logistic regression as classifier","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.187","https://www.sciencedirect.com/science/article/pii/S187705092102411X","","2022-01-01","2023-10-28 02:28:03","2024-02-02 02:08:20","","660-667","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","Sentiment analysis; logistic regression; Doc2Vec; natural languange processing; support vector machine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TUTN959B","journalArticle","2022","Nadlifatin, Reny; Persada, Satria Fadil; Clarinda, Mutiara; Handiwibowo, Gogor Arif; Laksitowati, Rr Ratih; Prasetyo, Yogi Tri; Perwira Redi, Anak Agung Ngurah","Social media-based online entrepreneurship approach on millennials: A measurement of job pursuit intention on multi-level marketing","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.124","https://www.sciencedirect.com/science/article/pii/S1877050921023486","","2022-01-01","2023-10-28 02:28:04","2024-02-02 02:08:21","","110-117","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","social media; TAM; Millennial; MLM; TPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8J3KKKJI","journalArticle","2022","Pratama, Rivanda Putra; Tjahyanto, Aris","The influence of fake accounts on sentiment analysis related to COVID-19 in Indonesia","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.128","https://www.sciencedirect.com/science/article/pii/S1877050921023528","","2022-01-01","2023-10-28 02:28:05","2024-02-02 02:08:26","","143-150","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","Sentiment analysis; machine learning; fake account; twitter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W2LYVZSC","journalArticle","2022","Ericska, Rizshad Abdillah; Maureen Nelloh, Liza Agustina; Pratama, Sasotya","Purchase intention and behavioural use of freemium mobile games during Covid-19 outbreak in Indonesia","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.156","https://www.sciencedirect.com/science/article/pii/S1877050921023802","","2022-01-01","2023-10-28 02:28:05","2024-02-02 02:08:18","","403-409","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","behavioural use; Covid-19 outbreak; effort expectancy; Freemium mobile games; performance expectancy; purchase intention; social influence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCUKKXDY","journalArticle","2022","Suryono, Hady; Kuswanto, Heri; Iriawan, Nur","Rice phenology classification based on random forest algorithm for data imbalance using Google Earth engine","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.201","https://www.sciencedirect.com/science/article/pii/S187705092102425X","","2022-01-01","2023-10-28 02:28:06","2024-02-02 02:08:19","","668-676","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","classification; random forest; data imbalance; google earth engine; rice phenology; Sustainable development goals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JXNBPT7X","journalArticle","2022","Wacana Putra, A. Aris; Ichwan, Muhammad; Yahya, Bernardo Nugroho; Singgih, Ivan Kristianto","Flexible stage-based process performance mining for customer journey analysis","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.198","https://www.sciencedirect.com/science/article/pii/S1877050921024224","","2022-01-01","2023-10-28 02:28:07","2024-02-02 02:08:00","","759-767","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","process mining; engineering-to-order; Process performance mining; stage-based process performance mining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
