"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GH8YE5LS","journalArticle","2022","Amelia, Putri; Lathifah, Artya; Astawa Yasa, I Nyoman","Analysis of the impact of maritime sector development in supporting Indonesian Navy Ship operations","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.146","https://www.sciencedirect.com/science/article/pii/S187705092102370X","","2022-01-01","2024-02-02 02:00:42","2024-02-02 02:00:42","","317-325","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Maritime sector; naval bases (lanal); navy ship operation; port utility; system dinamic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W2WH44C3","journalArticle","2022","Ukoha, Chukwuma","As simple as pressing a button? A review of the literature on BigBlueButton","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.167","https://www.sciencedirect.com/science/article/pii/S1877050921023917","","2022-01-01","2024-02-02 02:00:42","2024-02-02 02:00:42","","503-511","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","BigBlueButton; e-learning; online education; synchronous communication; web conferencing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RCWKIHBX","journalArticle","2022","Nabila, Achmad Wildan; Er, Mahendrawathi; Chen, James C.; Chen, Tzu Li","The impact analysis of information technology alignment for information sharing and supply chain integration on customer responsiveness","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.193","https://www.sciencedirect.com/science/article/pii/S1877050921024170","","2022-01-01","2024-02-02 02:00:43","2024-02-02 02:00:43","","718-726","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","information sharing; customer responsiveness; Information technology alignment; supply chain integration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CA8YWCSH","journalArticle","2022","Bokingkito, Paul B.; Caparida, Lomesindo T.","Usability evaluation of a real-time water quality monitoring mobile application","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.185","https://www.sciencedirect.com/science/article/pii/S1877050921024091","","2022-01-01","2024-02-02 02:00:43","2024-02-02 02:00:43","","642-649","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","GQM model; mobile application; monitoring system; Usability evaluation; water quality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YA2ANKU9","journalArticle","2022","Larasati, Maharani Rizki; Wang, I-Lin","An integrated integer programming model with a simulated annealing heuristic for the carrier vehicle traveling salesman problem","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.144","https://www.sciencedirect.com/science/article/pii/S1877050921023681","","2022-01-01","2024-02-02 02:00:43","2024-02-02 02:00:43","","301-308","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","unmanned aerial vehicle; Mixed-integer second-order cone programming; simulated annealing; traveling salesman problem; vehicle routing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CASBPQYF","journalArticle","2022","Ridzuan, Fakhitah; Wan Zainon, Wan Mohd Nazmee","Diagnostic analysis for outlier detection in big data analytics","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.189","https://www.sciencedirect.com/science/article/pii/S1877050921024133","","2022-01-01","2024-02-02 02:00:44","2024-02-02 02:00:44","","685-692","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Big data; data quality; outlier; Sustainable Development Goals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F4RLQWZT","journalArticle","2022","Power, John Michael; Ou-Yang, Chao; Juan, Yeh-Chun","Optimize batch size combination using improved hybrid particle swarm optimization","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.152","https://www.sciencedirect.com/science/article/pii/S1877050921023760","","2022-01-01","2024-02-02 02:00:44","2024-02-02 02:00:44","","370-376","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Batch processing; batching size combination; Improved-Hybrid Particle Swarm Optimization (IH-PSO); simulation tool","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BWFSDNF4","journalArticle","2022","Rachman Waliulu, Yusroniya Eka Putri; Wahyu Adi, Tri Joko","A system dynamic thinking for modeling infrastructure project duration acceleration","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.181","https://www.sciencedirect.com/science/article/pii/S1877050921024054","","2022-01-01","2024-02-02 02:00:44","2024-02-02 02:00:44","","420-427","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Acceleration duration; contingency cost; infrastructure projects building; profits; system dynamic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PZZVQJ3B","journalArticle","2022","Suryani, Erma; Hendrawan, Rully Agus; Eka Adipraja, Philip Faster; Widodo, Basuki; Rahmawati, Ulfa Emi; Chou, Shuo-Yan","Dynamic scenario to mitigate carbon emissions of transportation system: A system thinking approach","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.184","https://www.sciencedirect.com/science/article/pii/S187705092102408X","","2022-01-01","2024-02-02 02:00:45","2024-02-02 02:00:45","","635-641","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","system dynamics; Air pollution; Air quality; carbon emissions; decision support; livability; transportation system","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HE8YL5CK","journalArticle","2022","Mudjahidin; Fatika, Herninta Lagoon; Aristio, Andre Parvian; Junaedi, Lukman","Intention to use buy online-pickup in store of coffee shop","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.177","https://www.sciencedirect.com/science/article/pii/S1877050921024017","","2022-01-01","2024-02-02 02:00:46","2024-02-02 02:00:46","","591-598","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","BOPS; Buy online pick-up in store; coffe shop; intention to use; structural equation modeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SMNYLKM9","journalArticle","2022","Sasongko, Danarto Tri; Handayani, Putu Wuri; Satria, Riri","Analysis of factors affecting continuance use intention of the electronic money application in Indonesia","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.116","https://www.sciencedirect.com/science/article/pii/S1877050921023401","","2022-01-01","2024-02-02 02:00:47","2024-02-02 02:00:47","","42-50","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","continuance use intention; electronic money; Expectation-confirmation model; mobile payment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M8343BMS","journalArticle","2022","Ceravolo, Paolo; Damiani, Ernesto; Schepis, Emilio Francesco; Tavares, Gabriel Marques","Real-time probing of control-flow and data-flow in event logs","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.197","https://www.sciencedirect.com/science/article/pii/S1877050921024212","","2022-01-01","2024-02-02 02:00:47","2024-02-02 02:00:47","","751-758","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","clustering; anomaly detection; concept drift detection; event stream; Online process mining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KH7NJ82E","journalArticle","2022","Indraswari, Rarasmaya; Rokhana, Rika; Herulambang, Wiwiet","Melanoma image classification based on MobileNetV2 network","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.132","https://www.sciencedirect.com/science/article/pii/S1877050921023565","","2022-01-01","2024-02-02 02:00:47","2024-02-02 02:00:47","","198-207","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Computer vision; deep learning; melanoma; MobileNetV2; transfer learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4W82KR2E","journalArticle","2022","Marnada, Primadhika; Raharjo, Teguh; Hardian, Bob; Prasetyo, Adi","Agile project management challenge in handling scope and change: A systematic literature review","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.143","https://www.sciencedirect.com/science/article/pii/S187705092102367X","","2022-01-01","2024-02-02 02:00:48","2024-02-02 02:00:48","","290-300","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","project management; Agile; change; scope; systematic literature review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQUCRF7A","journalArticle","2022","Sarosa, Samiaji","The effect of perceived risks and perceived cost on using online learning by high school students","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.164","https://www.sciencedirect.com/science/article/pii/S1877050921023887","","2022-01-01","2024-02-02 02:00:48","2024-02-02 02:00:48","","477-483","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","covid19 pandemic; indonesian high school students; online learning; perceived costs; perceived risks; Theory of planned behaviour","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J9AL8BDQ","journalArticle","2022","Hilyatur Rozaliya, Baiq Zuyyina; Wang, I-Lin; Muklason, Ahmad","Multi-UAV routing for maximum surveillance data collection with idleness and latency constraints","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.140","https://www.sciencedirect.com/science/article/pii/S1877050921023644","","2022-01-01","2024-02-02 02:00:49","2024-02-02 02:00:49","","264-272","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Integer Programming; Multi-UAV; Store-and-Forward; Surveillance Routing problem; Time-Space Network","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D5S9HG9C","journalArticle","2022","Nababan, Arif Hamied; Mahendra, Rahmad; Budi, Indra","Twitter stance detection towards Job Creation Bill","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.120","https://www.sciencedirect.com/science/article/pii/S1877050921023449","","2022-01-01","2024-02-02 02:00:49","2024-02-02 02:00:49","","76-81","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Job Creation Bill; stance detection; text classification; Twitter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4H9PXWYK","journalArticle","2022","Wirani, Yekti; Nabarian, Tifanny; Romadhon, Muh Syaiful","Evaluation of continued use on Kahoot! as a gamification-based learning platform from the perspective of Indonesia students","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.172","https://www.sciencedirect.com/science/article/pii/S1877050921023966","","2022-01-01","2024-02-02 02:00:50","2024-02-02 02:00:50","","545-556","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","satisfaction; continued use; gamification; individual impact; Kahoot!; perceived usefulness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4WSJD2EU","journalArticle","2022","Ritchi, Hamzah; Bandana, Ary; Adrianto, Zaldy; Alfian, Adhi","Permissioned blockchain for business process visibility: A case of expenditure cycle","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.148","https://www.sciencedirect.com/science/article/pii/S1877050921023723","","2022-01-01","2024-02-02 02:00:50","2024-02-02 02:00:50","","336-343","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","business process; Blockchain; accounting; artifacts; design science; distributed ledger; expenditure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HBV8MSPM","journalArticle","2022","Yamin, Ricki Bin; Kusuma, Hendra; Tasripan","Image processing-based braille document copying system as additional feature for ITS’s braille printer","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.136","https://www.sciencedirect.com/science/article/pii/S1877050921023607","","2022-01-01","2024-02-02 02:00:52","2024-02-02 02:00:52","","230-237","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","mobile application; Braille; braille printer; braille translator; image processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRR9ZV8F","journalArticle","2022","Natasia, Sri Rahayu; Wiranti, Yuyun Tri; Parastika, Anggi","Acceptance analysis of NUADU as e-learning platform using the Technology Acceptance Model (TAM) approach","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.168","https://www.sciencedirect.com/science/article/pii/S1877050921023929","","2022-01-01","2024-02-02 02:00:52","2024-02-02 02:00:52","","512-520","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","TAM; Covid-19; E-Learning; NUADU; school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IR5AJ7N7","journalArticle","2022","Velasco, Lemuel Clark P.; Arnejo, Karl Anthony S.; Macarat, Justine Shane S.","Performance analysis of artificial neural network models for hour-ahead electric load forecasting","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.113","https://www.sciencedirect.com/science/article/pii/S1877050921023371","","2022-01-01","2024-02-02 02:00:52","2024-02-02 02:00:52","","16-24","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Artificial neural networks; hour-ahead load forecasting; performance analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UMMNVUAR","journalArticle","2022","Rizky Wijaya, I Wayan; Mudjahidin","Development of conceptual model to increase customer interest using recommendation system in e-commerce","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.194","https://www.sciencedirect.com/science/article/pii/S1877050921024182","","2022-01-01","2024-02-02 02:00:53","2024-02-02 02:00:53","","727-733","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","buyer interest; e-commerce; Product recommendation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G7VJXHSR","journalArticle","2022","Lestantri, Inda D; Janom, Norjansalika Binti; Aris, Ruzaini Syed; Husni, Y.","The perceptions towards the digital sharing economy among SMEs: Preliminary findings","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.121","https://www.sciencedirect.com/science/article/pii/S1877050921023450","","2022-01-01","2024-02-02 02:00:54","2024-02-02 02:00:54","","82-91","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","analysis; guideline; IS/IT; need; Strategy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2YMGVAXU","journalArticle","2022","Utamima, Amalia; Djunaidy, Arif","Agricultural routing planning: A narrative review of literature","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.190","https://www.sciencedirect.com/science/article/pii/S1877050921024145","","2022-01-01","2024-02-02 02:00:55","2024-02-02 02:00:55","","693-700","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Agriculture; optimisation; routing planning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IGC3VYMM","journalArticle","2022","M. Gulfan, Cris Niel Anthonny; Vilela-Malabanan, Cenie M.","Evaluating the usability and user experience of phytoplankton cell counter prototype","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.145","https://www.sciencedirect.com/science/article/pii/S1877050921023693","","2022-01-01","2024-02-02 02:00:56","2024-02-02 02:00:56","","309-316","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","image processing; cell counter; Microscopic; phytoplankton cells; prototype","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FLK5Y6HD","journalArticle","2022","Suryani, Erma; Hendrawan, Rully Agus; Dwi Ardianto, Mohammad Arda; Rizky Wijaya, I Wayan; Satrio W., M. Galang","Digitalization of the fishery industry and strategy to increase pool productivity in improving the profitability of the biomaxi fish raiser community","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.182","https://www.sciencedirect.com/science/article/pii/S1877050921024066","","2022-01-01","2024-02-02 02:00:57","2024-02-02 02:00:57","","617-626","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","productivity; simulation; system dynamics; model; Sustainable industrialisation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39J4UW9P","journalArticle","2022","Wijayanti, Redhita Putri; Handayani, Putu Wuri; Azzahro, Fatimah","Intention to seek health information on social media in Indonesia","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.125","https://www.sciencedirect.com/science/article/pii/S1877050921023498","","2022-01-01","2024-02-02 02:00:58","2024-02-02 02:00:58","","118-125","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","social media; gender comparison; Health information; health information seeking; information seeking intention","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4TD5NYV","journalArticle","2022","Adhilaksono, Bramantyo; Setiawan, Bambang","A study of Voice-over-Internet Protocol quality metrics","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.153","https://www.sciencedirect.com/science/article/pii/S1877050921023772","","2022-01-01","2024-02-02 02:00:59","2024-02-02 02:00:59","","377-384","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","metrics; quality of experience; quality of service; SIP; VoIP; WebRTC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PYRQEJZQ","journalArticle","2022","Mendling, Jan; Malinova, Monika","Experimental evidence on the cognitive effectiveness of diagrams","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.112","https://www.sciencedirect.com/science/article/pii/S187705092102336X","","2022-01-01","2024-02-02 02:00:59","2024-02-02 02:00:59","","10-15","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","CogniDia framework; cognitive effectiveness; Cognitive processing; diagrammatic models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QYPL8KNX","journalArticle","2022","Abdullah, Kemal Jabir; Akbar, Izzat Aulia; Setiawan, Bambang; Samopa, Febriliyan; Sani, Nisfu Asrul","Analysis of the effect of comedic film on changes of heart rate using photoplethysmogram and electrocardiogram","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.133","https://www.sciencedirect.com/science/article/pii/S1877050921023577","","2022-01-01","2024-02-02 02:01:00","2024-02-02 02:01:00","","208-214","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","amusement; electrocardiogram; emotion; Heart; photoplethysmogram","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JS9ASNVI","journalArticle","2022","","Contents","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.110","https://www.sciencedirect.com/science/article/pii/S1877050921023334","","2022-01-01","2024-02-02 02:01:00","2024-02-02 02:01:00","","1-7","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ZAXWDV9","journalArticle","2022","Wibowo Putro, Prasetyo Adi; Purwaningsih, Erisvaha Kiki; Sensuse, Dana Indra; Suryono, Ryan Randy; Kautsarina","Model and implementation of rice supply chain management: A literature review","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.161","https://www.sciencedirect.com/science/article/pii/S1877050921023851","","2022-01-01","2024-02-02 02:01:01","2024-02-02 02:01:01","","453-460","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Rice; SCM; SCOR; SLR; Supply chain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LNC6XNUC","journalArticle","2022","Aristio, Andre Parvian; Farisi Iskandar, Muhammad Al; Mudjahidin; Ramadhansyah, Arrindika Pradana; Supardi, S.; Utomo, Gatut Prijo; Parahita, Anggraini Naya","The intention of using mobile ticketing in online travel agent","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.141","https://www.sciencedirect.com/science/article/pii/S1877050921023656","","2022-01-01","2024-02-02 02:01:02","2024-02-02 02:01:02","","273-281","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","online travel agent; structural equation modeling; mobile ticketing; Use intention","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55N7VJBY","journalArticle","2022","‘Aini, Nindi Nabila; Subriadi, Apol Pribadi","Governance and practice approach of green information technology","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.186","https://www.sciencedirect.com/science/article/pii/S1877050921024108","","2022-01-01","2024-02-02 02:01:03","2024-02-02 02:01:03","","650-659","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","green information systems; Green information technology; sustainability green information systems; sustainability information technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TN3FTCR6","journalArticle","2022","Aditya, Bayu Rima; Andrisyah; Ismiatun, Asih Nur; Atika, Ayu Rissa; Permadi, Aditya","Digital disruption in early childhood education: A qualitative research from teachers’ perspective","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.169","https://www.sciencedirect.com/science/article/pii/S1877050921023930","","2022-01-01","2024-02-02 02:01:05","2024-02-02 02:01:05","","521-528","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","online learning; covid-19; Digital disruption; early childhood education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W35QFDK9","journalArticle","2022","Sarkara Putra, Gilang Almaghribi; Triyono, Rendra Agus","Instrumentation bulk material estimator with easy hook-up","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.149","https://www.sciencedirect.com/science/article/pii/S1877050921023735","","2022-01-01","2024-02-02 02:01:05","2024-02-02 02:01:05","","344-353","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Bulk material; estimation; hook-up; software; tender","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32QS4BLN","journalArticle","2022","Suryani, Erma; Hendrawan, Rully Agus; Damanhuri; Rahmawati, Ulfa Emi; Chou, Shuo-Yan","Scenario development to create a sustainable price of rice: A system thinking approach","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.178","https://www.sciencedirect.com/science/article/pii/S1877050921024029","","2022-01-01","2024-02-02 02:01:06","2024-02-02 02:01:06","","599-606","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Agricultural productivity; rice; system dynamics; decision support; consumption; supply chain; sustainable price","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E7HSK4EX","journalArticle","2022","Wibowo, Radityo Prasetianto; Nurkasanah, Ika; Hendrawan, Rully Agus; Yuhana, Umi Laili; Wibisono, Arif; Lestari, Nur Aini; Zehroh, Siti Aminatus","Problem identification and intervention in the higher education data synchronization system in Indonesia","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.165","https://www.sciencedirect.com/science/article/pii/S1877050921023899","","2022-01-01","2024-02-02 02:01:06","2024-02-02 02:01:06","","484-494","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","AKM completeness; application of metadata management; data governance; pareto analysis; PDDikti feeder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TK7A6GVC","journalArticle","2022","Widianto, Ari; Subriadi, Apol Pribadi","IT service management evaluation method based on content, context, and process approach: A literature review","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.157","https://www.sciencedirect.com/science/article/pii/S1877050921023814","","2022-01-01","2024-02-02 02:01:07","2024-02-02 02:01:07","","410-419","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","CCP framework; IT service management; IT service management Evaluation; ITSM; ITSM evaluation; literature review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G7TFIRHM","journalArticle","2022","Faishol, Olive Khoirul L.M.A.; Subriadi, Apol Pribadi","Change management scenario to improve Webometrics ranking","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.173","https://www.sciencedirect.com/science/article/pii/S1877050921023978","","2022-01-01","2024-02-02 02:01:08","2024-02-02 02:01:08","","557-565","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","webometrics; ADKAR; change management; WRWU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADE9IGRP","journalArticle","2022","Mudjahidin; Sholichah, Nur Laili; Aristio, Andre Parvian; Junaedi, Lukman; Saputra, Yudha Andrian; Wiratno, Stefanus Eko","Purchase intention through search engine marketing: E-marketplace provider in Indonesia","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.160","https://www.sciencedirect.com/science/article/pii/S187705092102384X","","2022-01-01","2024-02-02 02:01:09","2024-02-02 02:01:09","","445-452","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","purchase intention; e-marketplace in indonesia; Online shopping; search engine markering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YKYWGWGC","journalArticle","2022","Materwala, Huned; Ismail, Leila","Performance and energy-aware bi-objective tasks scheduling for cloud data centers","Sixth Information Systems International Conference (ISICO 2021)","","1877-0509","10.1016/j.procs.2021.12.137","https://www.sciencedirect.com/science/article/pii/S1877050921023619","","2022-01-01","2024-02-02 02:01:09","2024-02-02 02:01:09","","238-246","","","197","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","cloud computing; quality of service; Autonomous agents; energy-efficiency; evolutionary algorithm; genetic algorithm; multi-objective optimization; performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
